path,kind,module,revision,step,substep_id,status,method,evidence,reason
src/themes/cinnaglass/surfaces/object-surfaces.css,style,surfaces,c5b8b41df92fad5bf73c567fb10bea5daae7dee74b8a07425103edbb949c0136,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-09;B-15;B-18; class contract cross-check passed,
src/themes/cinnaglass/surfaces/object-surfaces.tsx,source,surfaces,b4db161071ccbb5f9eec1d7c60f07f30e6a347e64f8a3f234df7c33278af2941,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-08;B-18,
src/themes/cinnaglass/surfaces/photo-wall.tsx,source,surfaces,2fb7600ed6b831df1b502781b8123c1b92bb683a4a9a8ec8a9d419403b0b978f,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-04;B-09;B-18,
src/themes/cinnaglass/surfaces/post-detail.tsx,source,surfaces,0f76e63893c20d5bcbccf0e1c41852c4add6598e4347bd3bab24803863537fc1,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-11;B-18,
src/themes/cinnaglass/surfaces/use-signed-thumbs.ts,source,surfaces,dfe97c01530dc6a0ba9313abd51f51ff30c5c5fd56991d6e474be5d68e24f4d8,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-04;B-18; checked 40min timer + visibilitychange vs timeline.md,
src/themes/cinnaglass/surfaces/wishlist.tsx,source,surfaces,a9713d4251d660e3c20b0eaada133c81654011a00e7960479f85cced35424b0a,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-10;B-18,
src/themes/cinnaglass/tweaks.ts,source,settings,d07cd4872b8604814be2eb2fb4fbe1d3d470ffcded01a913eb2423438b8b916e,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-15;A-20,
src/themes/cinnaglass/world-settings.tsx,source,settings,8f4d22a367ff25659a46a5a0edae1ec7a02221d0bed8084cd63f07c9f3f48040,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-05;A-06;A-07;A-16,
src/types/chat.ts,source,chat,bd764d70046f2691db1e48efe35c2be9217864f41120dd0b412158e031e1c5cb,03,03-S05,已检查,全文阅读+链路追踪,evidence/03-chat-review.md · C-14;契约表 §2（channel_id 幻列确认已删）,
src/types/feed.ts,source,memories,c3adbc6ba6e650cbc01cd553bfd493a2041cd2e5469cdc95bd52001b6c44c09d,03,03-S04,已检查,全文阅读+链路追踪,evidence/03-memories-review.md · B-12,
src/types/image-slot.d.ts,source,memories,1b8e8880071bbc47c6584d81c8f29cd3bb344c4eebc4f9fee54eefb201c5fc7c,03,03-S04,已检查,全文阅读+链路追踪,"evidence/03-memories-review.md · no finding, checked attribute list vs image-slot.js observedAttributes",
src/types/index.ts,source,shell,e799ce4e854ae2205cfe66cbc5d4ec281a40edb2f3e33bd96ed56c836e42fc6f,03,03-S03,已检查,全文阅读+链路追踪,"evidence/03-auth-session-review.md · no finding, checked EnvName matches .env.example",
src/utils/index.ts,source,shell,8367da38d9bd1e57e66715734f454f9c6ec4ca7069527f1ee405341a3ade3887,03,03-S03,已检查,全文阅读+链路追踪,evidence/03-auth-session-review.md · A-17,
tsconfig.app.json,config,shell,f19de09a9a51b090a4c1071f015d67ecffd914acd3e19401b2c7247241c5b104,03,03-S03,已检查,全文阅读+链路追踪,"evidence/03-auth-session-review.md · no finding, checked vite/client types + strict flags",
tsconfig.json,config,root,a4f6dfda074e54a9bd059c19f4fd3ea544dce62695b18e65946000f447cd6e9d,03,03-S01,已检查,全文阅读,"evidence/03-coordinator-review.md · no finding, checked: 仅 references 两个子项目",
tsconfig.node.json,config,root,6fab2abfdaf5b9f3ff8d057c07741a4b8692e13c8a043f869654b87c489cbe0c,03,03-S01,已检查,全文阅读,"evidence/03-coordinator-review.md · no finding, checked: include 仅 vite.config.ts；scripts/*.mjs 不在 tsc 内（CONVENTIONS 已采纳）",
vite.config.ts,config,shell,5f0d9433ba830c8765beb90eecb4e0b811e4978aa077ec66dab8b2473c12e13f,03,03-S03,已检查,全文阅读+链路追踪,"evidence/03-auth-session-review.md · no finding, checked alias + no envPrefix narrowing",
