path,kind,module,revision,step,substep_id,status,method,evidence,reason
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/live-single-28.png,binary,ai/design_system,06e8cc53b8174138685b64da2e634dd424be45ad1a474f97f4689b15ce040a3c,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/live-single-7.png,binary,ai/design_system,90ce29b94acaa2fe13554f7ffd015eec250b390348e44f1487980f5bfd494162,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/live-single.gif,binary,ai/design_system,30756d0ed1d22de0bae9e98d1a449307f2691293065f5f1a67e572ea446e10a3,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,正式动态证据 GIF，被 props.md/ui-system.md/html、turn-implementation、timeline.md、脚本断言引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/prototype-results.json,text,ai/design_system,02b150959750970ee481110f0979897b69f0adee536691cb7ec6b6435619933d,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#turn-verification,32 字节样板结果，无引用，一次性输出；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-destination.png,binary,ai/design_system,252e5d1b157da1a2a92ee015acd1b42adb0acc27bcdd9d67c6cebbdbb5860051,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,check-journal-turn 断言截图，文中未链接，零引用；D-04
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-failure.png,binary,ai/design_system,7bb9afdcefe7287e551500c1998b76532285f297ca8979e6d2c9d44b6760351b,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,check-journal-turn 失败分支残留，零引用；D-06；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-flat.png,binary,ai/design_system,7b2c0e5e0dcd0e3fbb716bb8b46bcb434e4d0e0c645e7e33eefbe6d300cf8edd,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,check-journal-turn 断言截图，文中未链接，零引用；D-04
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-mobile-upright.png,binary,ai/design_system,887c505c106aa0264e82dbcbc8fc88e02d4857aa9fb8706acdfc4a99d49c900f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,check-journal-turn 断言截图，文中未链接，零引用；D-04
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-results.json,text,ai/design_system,1529fb0c4decd7e9234df989322545043563bd0c82585f1be487e00bb2704484,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#turn-verification,check-journal-turn 结果，验证证据，被 ui-system.html/turn-implementation 链接；保留
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/runtime-upright.png,binary,ai/design_system,b40446eb4e20f883b071b220770b1ad43c52a111741dc79ba2926b46f50d17f2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,check-journal-turn 断言截图，文中未链接，零引用；D-04
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/seam-check.png,binary,ai/design_system,b26ea89cc38e705a469de1bce440331e6df437a7cae6a957ef87532f281ed93a,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,与 frame-25.png sha 相同的复制件，零引用(F-03)；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/sequence-0.png,binary,ai/design_system,786b5095e5ddaf3ba2a14bec8fde02c8123f2e69071c0bcde884793ac7423bc0,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/sequence-100.png,binary,ai/design_system,7f4ce7cc28b6721f9aa10aac4fa948e2a0a62e43ed6ccbb878b357ea51932ed8,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/sequence-25.png,binary,ai/design_system,def7402efad22de4da1628a9f0acbebb1afdced0b5f0f461afd0d1f26d973a65,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/sequence-50.png,binary,ai/design_system,75177801f7c7b2592f5c94e2b5b6aa3cf457b9dbc1b5465e3dccb2dd246464b6,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/sequence-75.png,binary,ai/design_system,220164e2e1c2d7a951912e5afd77165619debe4965c23d86c529906c34018b93,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,GIF 选帧 png，脚本可再生，零引用；D-04；本轮已删除（PA-001），保留删除前记录；本轮已删除，保留删除前版本与检查证据
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/turn-back.gif,binary,ai/design_system,b01535ac567a37fe2cad5e18ecd21b8a49c6a8c3966ff3c74441234fe168c2e8,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,运动样板 GIF，被 turn-implementation §1 引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/turn-continuous.gif,binary,ai/design_system,799af0931f16bfe3b91960d701c39b7c997c25cbe12fec7dbd9f043df531667f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,运动样板 GIF，被 turn-implementation §1 引用；保留
ai/design_system/uiux/cinnaglass/journal-room-object/turn-verification/turn-single.gif,binary,ai/design_system,4b18794094bf38ea77eda4190c36893e991fd26f9a7225c310a7fcd9a06cb35a,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#turn-verification,运动样板 GIF，被 turn-implementation §1 引用；保留
ai/design_system/uiux/cinnaglass/ui-system.html,text,ai/design_system,97f28ebd2cdeae9a407ee25c59a97ec10e10ca277c4b1282177d20b9041b2271,01,01-S06,已检查,全文阅读+grep 引用核验+对照源码,evidence/design-review.md#cinnaglass-主题,实时引用 5 个产品 CSS 的组件预览，3 个验证脚本依赖其锚点；⑤组件表 4 条陈旧(S-05~S-08)、S-10/S-13~S-15；保留需更新
ai/design_system/uiux/cinnaglass/ui-system.md,text,ai/design_system,86e230750d66d5a4e233a9f1892b7b7b9191a501b7b6d503719057ed251a4468,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-主题；第一步修改后由审核复读（压缩稿/修正稿全文）,主题常驻规范 2026-09-13（自称真源）；源码链接均存在；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/golden-scene.png,binary,ai/design_system,39b24ba3211efe2468217235e20ff1662ee17070bab3c3941c8fe730887891b0,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/mobile-390.png,binary,ai/design_system,35f42e08e7b0652445329bfb7e2bd8a4c7e32d4e9a113da43c1b54c3bc477885,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/night-scene.png,binary,ai/design_system,d1184e82a2c5728b0ba0b21023c1a852644024fb93f6482da9c09e483bc6ca95,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/runtime.json,text,ai/design_system,2acfa0443a837b168a269ee7088161c268588dae482ea506a6d3669917dccac5,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#ui-unification,2026-09-11 运行时审计数据（7 state 全读），被 Features/ui-system/audit.md 与 ui-system.html 链接；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/settings-twilight.png,binary,ai/design_system,11b0b62fc25261bacd81fa383b5684472d7d1de05cd9962b5f1422e50d67e9a6,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 ui-system.md、Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/twilight-scene.png,binary,ai/design_system,5d617c96aec53e0d94b35d5951863f8b639dd4a796d81cbc8a5fc22035c59ea7,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 design-system.md 首图、Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/cinnaglass/ui-unification/audit-2026-09-11/widgets-twilight.png,binary,ai/design_system,356d84467eedde1ef9e43fbfc2377788d551118c3a5706dbaba8f68bf47d532a,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#ui-unification,2026-09-11 现状审计截图，被 uiux.md/ui-system.md 首图、Features/ui-system/audit.md、ui-system.html 引用；正式证据；保留
ai/design_system/uiux/interaction.md,text,ai/design_system,2d79ebbf9c049195f5c9f539bb48fc200f8e43acb1a93908e80b9c9572925ec5,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#uiux-顶层；第一步修改后由审核复读（压缩稿/修正稿全文）,交互体系基准，当前规范+标注历史提案；STYLE §8 引用过时(S-04)；保留
ai/design_system/uiux/research/README.md,text,ai/design_system,392073587b25ab127d82468e343428dc625584b9eefcb57dd06f41008eea5154,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#uiux-research,UI 研究索引；保留
ai/design_system/uiux/research/cinnaglass-history/README.md,text,ai/design_system,dbcecd0e063130ec2be12f318cc113deee15e733dd314aabda3a722a19bf9bcc,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html；第一步修改后由审核复读（压缩稿/修正稿全文）,历史入口表；需随 D-03/D-08 同步改行；保留
ai/design_system/uiux/research/cinnaglass-history/_shots/current-system.png,binary,ai/design_system,05d2f75b727d03b43605661fb6784f70fece473e2bb286089d1054081592e5d2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,mood-progression-codex/codex-report §2 输入参考（裸名）；历史证据；保留
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-a-1440.png,binary,ai/design_system,2749559a15769d2b6910a834977462c01d102747aee53d8f8daa50f85c2191c2,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-a-640.png,binary,ai/design_system,5c2703041cb524af248f302c2ff4af57f183fedbf89b564473fd315c7f66fd01,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-a-960.png,binary,ai/design_system,e80bd2f6db73718e82ae2e9bc0542ac0741f556844844e119fa9062ee78705ff,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-b-1440.png,binary,ai/design_system,0def4fe653cede73f9cb43a19434b9aa63641b5d8729665b683a207ee8a3b51f,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-c-1440.png,binary,ai/design_system,7c5620877ead71b0d05d314fa04c2acf1a2de8f6b6ef8226232f78f1b25298f9,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/diary-v2-d-1440.png,binary,ai/design_system,9464db75078e8d8a3ae15876835ae4a64e54209b19fd998c3738f3c0613808a3,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,被 diary-surface-v2.html 注释引用；历史证据；保留
ai/design_system/uiux/research/cinnaglass-history/_shots/glow-hover-live.jpg,binary,ai/design_system,13f79871e9b00ea9f6db254af844af349765f9107c2783438cdc158c88f3ede7,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/hint-live.jpg,binary,ai/design_system,904d1c3e0722b055637fef1da4fc1f807bed86a691f013c21275b76ca8a2ac83,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/impl-three-up-v2.png,binary,ai/design_system,58c49eeaf9103609936d0ba94959f32c5d42bf993cdb1e5e867085754d39faf4,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/impl-three-up-v3.png,binary,ai/design_system,cc108415ea593fbc683a5851890467d89478a76a7ce2bb7e7dfd75af81a3ade1,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/impl-three-up.png,binary,ai/design_system,7a2e55049977b871a24ec0b2647dd24290688d3a34dab62f825880740cf412e0,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/impl-ui-system.png,binary,ai/design_system,e0ba30d62b6354afc2c3c7ffe6fa62d6d8c8aaec389aaaf69c38a4d3f64aae49,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/outline-check.jpg,binary,ai/design_system,da7c36bee4fa19763857c20c8762bc7a0376008b0fef25fd0815247182ba8fd5,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/outline-check2.jpg,binary,ai/design_system,df76299a5e9e3872c91fd57b6d8116e1cf479407ba1b681d01b172cd2f92e444,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/progression.png,binary,ai/design_system,b6089f7bc530f04ab84522f2a9f8f84e8e3939384e08d85a8fda178eede88fac,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,mood-progression-codex/codex-report §2 输入参考（裸名）；历史证据；保留
ai/design_system/uiux/research/cinnaglass-history/_shots/scene-lab-first.png,binary,ai/design_system,c0d89df3f4b5f5a5b0570ea13f1e2213c4d3ec49b5d787fc7cdc2be8208618dc,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/scene-lab-golden-sun.png,binary,ai/design_system,2eb3c69598a0663242cc5118c6752cf66b53ecdf1ee3046e7b9f2ddd5df6763e,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/scene-lab-night-rain.png,binary,ai/design_system,c123c9b7b5e1dcebdd978b563de04073d7280381e75f13f0f1e5918f5dee2f2d,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-1to1.png,binary,ai/design_system,afa4ea5370e13a0f4b92a3d687048a370c6ed717c5351c5624a542f7f9c9d3a6,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-impl-v2.png,binary,ai/design_system,f6877bf013b9d2aaa996fc608bc23c97d818a559f014444ef87e88705d2a61a9,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-impl-v3.png,binary,ai/design_system,713b8d593dbff1f0aed22f205710a33a02fb0e4103eff57566ad75a4394bba22,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,被 codex-visual/20260811-055917Z 报告以旧路径引用(S-12)；历史证据；保留
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-impl.png,binary,ai/design_system,8b42be95c0c90fc3b5be5ac00daf895f2eb8d84aadd2bfca17a5bf5da344094c,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-noborder.png,binary,ai/design_system,199919d10cc12067904f16ba6c7c327ce6c7dd9578c61294ecb3c4b5e6fb1ce7,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/shell-c-noframe.png,binary,ai/design_system,3d10d84e1c8a73c2a73dc8ecf718846f877bf0b0af4c5f2c9aa0620d7a58593a,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/sparkle-live.png,binary,ai/design_system,b59696c79fb37c23d35ec8db7d3586e79846b8ea9e5786e1a1267c6b2f5b9a76,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/uisys-check.png,binary,ai/design_system,b34be3015b5c1bfb6bdd6a63a7cb4105f2e47d1cee468d0ed4554d0e34ca48ec,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,历史样板/实装检查截图，README 自述不作今日证据，全仓零引用，无脚本写入；D-08
ai/design_system/uiux/research/cinnaglass-history/_shots/world-pixi-room.png,binary,ai/design_system,19fd759ed85f353ad987565b291ecdea60fa0d111010fb9d7041e5b18fad686e,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#cinnaglass-history-shots,navigation-concepts/codex-report §2 输入参考（旧 Windows 路径）；历史证据；保留
ai/design_system/uiux/research/cinnaglass-history/chat-message-states.html,text,ai/design_system,0a08706396bf3ddccc4884b168af5c15628f2e9bd3e8dff8df2104638273c3ae,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,D-7 聊天状态比稿，自含 CSS，历史归档带横幅；保留
ai/design_system/uiux/research/cinnaglass-history/color-palette.html,text,ai/design_system,6e71023125d58eef2163d36a6ecb941cc224914d573e12c3860c3dea01004ffe,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,D-9 配色比稿，自含，历史归档带横幅；保留
ai/design_system/uiux/research/cinnaglass-history/composer-compact.html,text,ai/design_system,e04a0e960cd35c814cebc1b83edb832a714701404362a9bcef17fcd52805a20f,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,2026-07-06 composer 比稿，历史归档；页脚旧路径(S-11)；保留
ai/design_system/uiux/research/cinnaglass-history/composer-redesign.html,text,ai/design_system,0b54c939900a3034c01b2fba933b5aef1c50c8d06b4eb1e683316842e710c774,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,2026-07-05 composer 比稿，历史归档；页脚旧路径(S-11)；Features/timeline.md 历史条目引用；保留
ai/design_system/uiux/research/cinnaglass-history/diary-surface-v2.html,text,ai/design_system,ff55bfb0bda59a5c56c0c3e4029a092a342fbb40e3e66b4806bd95479d412fe3,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,2026-09-06 v2 比稿，引用真实 cinnaglass.css 与 public 素材（存在），注释引用 _shots/diary-v2-d-1440；历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/emoji-picker.html,text,ai/design_system,8db073f1426a7987df1a9538e76c25c575bc0f71595291acd3d6c7e961bc746b,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,表情面板比稿，自含，历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/friends-page.html,text,ai/design_system,edb21d4e7a9e92fc8842f60dfa77812feb462cabec6dea64bf29aa762a455f0b,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,D-8 好友页比稿，自含，历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/home-panel-friends.html,text,ai/design_system,9866859b8417caed6c750589fa564f265b34fb7ed0acd1251a23df625d233bcb,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,Home 面板比稿（②③已被 D-8 推翻），历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/immersion-palette.html,text,ai/design_system,518624cc8072bcb730c20066eca1fd4a40ee7cb22c33334481e87887ccea09fc,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,D-11 明度层级比稿，自含，历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/impl-three-up.html,text,ai/design_system,752650c0320f86b88ec5b5c38c2f195082784d90cfd6b59047ce829ed1842aee,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#cinnaglass-history-html,D-12 验证页，<link> 真实 cinnaglass.css，渲染旧 .glass 体系；ui-system.html 仍推荐(S-10)；历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/journal-book-directions/codex-report.md,text,ai/design_system,6d0ad1bd6b04bd89cef83e208a0f75c91241ddede688af7b69db3848deac9c6b,01,01-S06,已检查,全文阅读+grep 引用核验+check-design-system.mjs,evidence/design-review.md#journal-book-directions,2026-09-06 B 提案，历史归档（顶部已标否决）；被 ui-system.html/timeline.md 引用；保留
ai/design_system/uiux/research/cinnaglass-history/journal-book-directions/direction-a-linen.png,binary,ai/design_system,7dbdf1d97c630f5e3ec090c1075d3159af165ad74bd29e12b5b6e0b61cc1120a,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#journal-book-directions,已否决 B 轮三方向概念图，被 ui-system.html/codex-report/prompts 引用；历史归档；保留
ai/design_system/uiux/research/cinnaglass-history/journal-book-directions/direction-b-sage.png,binary,ai/design_system,3f5502af61a69590df3c1cf673eae92ed7a881940db42636b9150e09a099e057,01,01-S06,已检查,元数据(sips/stat/sha256/git)+消费者引用核验(全仓 grep),evidence/design-review.md#journal-book-directions,已否决 B 轮三方向概念图，被 ui-system.html/codex-report/prompts 引用；历史归档；保留
